qid,docid,llm_grade,systems,model
88_9,MARCO_5969581,0,raw,gpt-4o-2024-08-06
88_9,MARCO_7860453,0,raw,gpt-4o-2024-08-06
88_9,MARCO_8666282,0,raw,gpt-4o-2024-08-06
89_1,CAR_af85e8698e5edf82ba12c84763d0209e1ccf2222,2,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_1,CAR_d468310735178e2618696e99bc12b8d4b788400b,2,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_1,MARCO_4735160,2,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_1,MARCO_4951021,2,gpt-4o-mini,gpt-4o-2024-08-06
89_1,MARCO_5557038,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_1,MARCO_6092043,3,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_10,CAR_63dde785ceeb04d980556865906f3edba7294ee0,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_10,CAR_68d1f6d4c17796c10cfec77c0612831174bee3fb,0,gpt-4o,gpt-4o-2024-08-06
89_10,CAR_ad6d3b9739d1153f9a01bd93293b4527418b7b23,0,gpt-4o-mini,gpt-4o-2024-08-06
89_10,CAR_af85e8698e5edf82ba12c84763d0209e1ccf2222,0,gpt-4o-mini,gpt-4o-2024-08-06
89_10,CAR_b4d32ae8bb35c911fd319f893c2fb73d497071f5,1,raw,gpt-4o-2024-08-06
89_10,CAR_f1facc3ad22913412a11508991d299ac2f3d7394,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
89_10,MARCO_1341816,1,raw,gpt-4o-2024-08-06
89_10,MARCO_1547580,0,gpt-4o,gpt-4o-2024-08-06
89_10,MARCO_2426290,1,raw,gpt-4o-2024-08-06
89_10,MARCO_2653130,0,t5,gpt-4o-2024-08-06
89_10,MARCO_2850985,0,gpt-4o,gpt-4o-2024-08-06
89_10,MARCO_2874178,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_10,MARCO_3503894,1,gpt-4o-mini,gpt-4o-2024-08-06
89_10,MARCO_4735160,0,gpt-4o-mini,gpt-4o-2024-08-06
89_10,MARCO_4951017,0,gpt-4o-mini,gpt-4o-2024-08-06
89_10,MARCO_5503673,0,gpt-4o,gpt-4o-2024-08-06
89_10,MARCO_6092042,1,gpt-4o-mini,gpt-4o-2024-08-06
89_10,MARCO_6416402,0,gpt-4o,gpt-4o-2024-08-06
89_10,MARCO_8564338,0,t5,gpt-4o-2024-08-06
89_11,CAR_049c111c383b6b64ee534607a2d53b27bce45cb5,1,t5,gpt-4o-2024-08-06
89_11,CAR_25d3bad79e3496e8a953ff9e8a471c5e54084722,0,raw,gpt-4o-2024-08-06
89_11,CAR_2934b4fc684fd899db45f8df62a83d67e217f9f5,1,human,gpt-4o-2024-08-06
89_11,CAR_4f581a6abc636a7760c409f97874c9d2b7fcfa3e,0,raw,gpt-4o-2024-08-06
89_11,CAR_55de822c294d5dc7580f8501367639b9e36eb2aa,1,gpt-4o-mini,gpt-4o-2024-08-06
89_11,CAR_764b67e2a7a6a7f909c56d7b3d083c042e874d13,1,gpt-4o|llama-3.1-8b-instant,gpt-4o-2024-08-06
89_11,CAR_9632e1ba0c8f574c10855e3122c12a6cb253d6cf,0,raw,gpt-4o-2024-08-06
89_11,CAR_b4b33a03e00b2dd71c492dd4340bd01851d37455,0,raw,gpt-4o-2024-08-06
89_11,CAR_de3e0066f838327ca83e7257e0c955e14c9f3166,0,raw,gpt-4o-2024-08-06
89_11,CAR_e00a3a21a5d08f1a841d7620219d6b80e6fd1482,0,raw,gpt-4o-2024-08-06
89_11,MARCO_1236200,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_11,MARCO_1618353,0,gpt-4o|llama-3.1-8b-instant,gpt-4o-2024-08-06
89_11,MARCO_194406,1,gpt-4o-mini,gpt-4o-2024-08-06
89_11,MARCO_2197963,1,gpt-4o-mini,gpt-4o-2024-08-06
89_11,MARCO_2822452,0,raw,gpt-4o-2024-08-06
89_11,MARCO_2955534,0,raw,gpt-4o-2024-08-06
89_11,MARCO_3542736,0,gpt-4o-mini,gpt-4o-2024-08-06
89_11,MARCO_3607692,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_11,MARCO_3607699,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_11,MARCO_4887819,0,raw,gpt-4o-2024-08-06
89_11,MARCO_7579461,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
89_11,MARCO_8194366,0,gpt-4o-mini,gpt-4o-2024-08-06
89_2,CAR_0e109953adb3d80b0b96cf20620e0e9d3ebe1ae8,0,gpt-4o,gpt-4o-2024-08-06
89_2,CAR_0fb382d6e31c940a9b247c237bc1fc364fbb53c4,0,gpt-4o-mini,gpt-4o-2024-08-06
89_2,CAR_11ff4fec9e9f70d164a067b3faa8f240ced15ce6,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_2,CAR_1ac28f45e5371e2febf5222f01057bb267d877c4,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
89_2,CAR_2bd6024c1218241954d0a3572ad57a77de124543,0,gpt-4o-mini,gpt-4o-2024-08-06
89_2,CAR_5aa81a2fead3a1dd373d2f2a2a7882db8686dfb4,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_2,CAR_66f56c5655650f9c493e872cf5da2ce26ef568ef,0,gpt-4o,gpt-4o-2024-08-06
89_2,CAR_8507fa6dd8c6bfdeddb870477f2e0bd9dfc4dde4,0,gpt-4o,gpt-4o-2024-08-06
89_2,CAR_8fdcdea23fcd6fb618cddd86b3f4f0385b1214ae,0,gpt-4o-mini,gpt-4o-2024-08-06
89_2,CAR_b4ec38b7c582d690251d5cdc3407783bc2827ad1,0,gpt-4o-mini,gpt-4o-2024-08-06
89_2,CAR_d9c7111b05dc121f92fe476fe8bd016011945b63,0,gpt-4o-mini,gpt-4o-2024-08-06
89_2,CAR_dc11b15fafd37b7495611a31e2fb607e52bf4a0a,0,gpt-4o-mini,gpt-4o-2024-08-06
89_2,CAR_e796571ad3e8c4be52747742a0e70bde38e76ba7,0,gpt-4o-mini,gpt-4o-2024-08-06
89_2,CAR_e8dec760b225162c41564dc3f4eb5d7fbc283e29,0,gpt-4o-mini,gpt-4o-2024-08-06
89_2,MARCO_1468827,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_2,MARCO_1542828,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
89_2,MARCO_1738714,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_2,MARCO_3168370,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_2,MARCO_3168375,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_2,MARCO_3304810,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
89_2,MARCO_3711720,0,gpt-4o,gpt-4o-2024-08-06
89_2,MARCO_387293,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
89_2,MARCO_4228058,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_2,MARCO_4498839,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_2,MARCO_6599133,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
89_2,MARCO_7240300,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
89_2,MARCO_724480,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_2,MARCO_8016782,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
89_2,MARCO_8066415,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_2,MARCO_8396223,0,gpt-4o,gpt-4o-2024-08-06
89_2,MARCO_8488979,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
89_2,MARCO_8601551,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
89_2,MARCO_999354,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
89_3,CAR_a5e6374d4a6727ed15af16a5e4578963da174901,0,quretec|raw|t5,gpt-4o-2024-08-06
89_4,CAR_3fb4604667d70d4c0636c86e8df14467999eda1e,0,raw,gpt-4o-2024-08-06
89_4,CAR_59ce1d57a9981e4c3912db220145141ba666b3c4,0,raw,gpt-4o-2024-08-06
89_4,CAR_8407ba453940175c0de375f727762f41836110c1,0,raw,gpt-4o-2024-08-06
89_4,CAR_a93a340c387c96b1f0e3ba5f69d49a2e0a9e0fc0,0,raw,gpt-4o-2024-08-06
89_4,CAR_b92f3519b2f929c9c0f771fe104abf66641cf331,0,raw,gpt-4o-2024-08-06
89_4,CAR_c7be167a588d36ffb8bef4c1068caf93a5078437,0,raw,gpt-4o-2024-08-06
89_4,CAR_d332839042baf559571ec7f23f4faabb943dd1bf,0,raw,gpt-4o-2024-08-06
89_4,MARCO_3117944,0,raw,gpt-4o-2024-08-06
89_4,MARCO_3495903,0,raw,gpt-4o-2024-08-06
89_4,MARCO_5786272,0,gpt-4o-mini,gpt-4o-2024-08-06
89_4,MARCO_7717266,0,raw,gpt-4o-2024-08-06
89_5,CAR_4e3e7db9756798f5a016e67bd13556854f3e86f7,0,raw,gpt-4o-2024-08-06
89_5,CAR_79fd54f93018553a0bdeaff54bce60b69706084a,0,raw,gpt-4o-2024-08-06
89_5,CAR_88f9a9dfa4befba074a797895e9fba51850b9521,0,raw,gpt-4o-2024-08-06
89_5,CAR_9e52d2512d1f0f4ba85f635ed963bf45316024e4,0,raw,gpt-4o-2024-08-06
89_5,MARCO_3866273,0,raw,gpt-4o-2024-08-06
89_5,MARCO_3970170,0,raw,gpt-4o-2024-08-06
89_5,MARCO_4184411,0,raw,gpt-4o-2024-08-06
89_6,CAR_34a5720eca717d8c4d6c4eeac03d07bc0a9bc428,0,raw,gpt-4o-2024-08-06
89_6,CAR_875274bc67b89b498fde9f30d16ef21544627c8b,0,raw,gpt-4o-2024-08-06
89_6,CAR_a1d3dd701a8fbbc78ad750bdb9edba86afb5a7df,0,raw,gpt-4o-2024-08-06
89_6,CAR_be0bfa30b5291d0c19660c78970249596858313e,0,raw,gpt-4o-2024-08-06
89_6,CAR_d142f227819a86d615e0d56a8aa9bd4f7ae3d528,0,raw,gpt-4o-2024-08-06
89_6,MARCO_1654120,0,raw,gpt-4o-2024-08-06
89_6,MARCO_4336608,0,raw,gpt-4o-2024-08-06
89_7,CAR_af85e8698e5edf82ba12c84763d0209e1ccf2222,2,gpt-4o,gpt-4o-2024-08-06
89_7,CAR_d468310735178e2618696e99bc12b8d4b788400b,2,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_8,CAR_0a808f53b8d5f48a78ef88b59b9e4218c4d65df1,0,raw,gpt-4o-2024-08-06
89_8,CAR_6976bd5aac20bd38d90cb3a680665539815a9d24,0,raw,gpt-4o-2024-08-06
89_8,CAR_8dbc619444884ed212299d68271680ffa4a22291,4,llama-3.1-8b-instant,gpt-4o-2024-08-06
89_8,CAR_d468310735178e2618696e99bc12b8d4b788400b,1,gpt-4o,gpt-4o-2024-08-06
89_8,CAR_e8f165e9c9fee3737f3e7ff0a5df5c6a0c1838cc,1,gpt-4o,gpt-4o-2024-08-06
89_8,MARCO_1236201,0,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_8,MARCO_4073217,0,raw,gpt-4o-2024-08-06
89_8,MARCO_4073219,0,raw,gpt-4o-2024-08-06
89_8,MARCO_4073226,0,raw,gpt-4o-2024-08-06
89_8,MARCO_4735161,1,quretec,gpt-4o-2024-08-06
89_8,MARCO_5557042,0,gpt-4o,gpt-4o-2024-08-06
89_8,MARCO_6092043,0,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_9,CAR_dc638056bbd4db2a3ddf3eb52960a0cf9356edfc,0,raw,gpt-4o-2024-08-06
89_9,CAR_e4d23f484e2b5549afe0d532d520e5c565dbae61,4,llama-3.1-8b-instant,gpt-4o-2024-08-06
89_9,MARCO_1618355,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_9,MARCO_3503893,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
89_9,MARCO_3607691,2,human|llama-3.1-8b-instant,gpt-4o-2024-08-06
89_9,MARCO_4951017,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
89_9,MARCO_504654,1,human|t5,gpt-4o-2024-08-06
90_1,CAR_2be36df78f5f45554a728d9d07cad0a0c1883f1b,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_1,CAR_2e6fd53122edd23e2f69e311599506826d6f364c,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_1,MARCO_1018584,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_1,MARCO_1113273,3,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_1,MARCO_1167306,3,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_1,MARCO_1769422,1,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_1,MARCO_1769426,1,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_1,MARCO_3155706,3,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_1,MARCO_3432931,2,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_1,MARCO_3900349,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_1,MARCO_409384,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_1,MARCO_5018585,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_1,MARCO_5266722,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_1,MARCO_5925235,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_1,MARCO_6132419,1,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_1,MARCO_6747844,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_2,MARCO_147578,0,raw,gpt-4o-2024-08-06
90_2,MARCO_1545081,0,raw,gpt-4o-2024-08-06
90_2,MARCO_2356739,0,raw,gpt-4o-2024-08-06
90_2,MARCO_2451969,0,raw,gpt-4o-2024-08-06
90_2,MARCO_2451970,0,raw,gpt-4o-2024-08-06
90_2,MARCO_2517071,0,raw,gpt-4o-2024-08-06
90_2,MARCO_4647232,0,raw,gpt-4o-2024-08-06
90_3,CAR_27f38b98d26ca8dfa2541ac46625d74ca5e50ef2,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_3,CAR_942a0009d6efb0842ebadebc1d2987cea54517cb,0,quretec|raw,gpt-4o-2024-08-06
90_3,CAR_b2a97decabf86c747f6e36b752c968b6fe681174,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_3,MARCO_2210313,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_3,MARCO_3996904,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_3,MARCO_5746650,3,gpt-4o-mini|human,gpt-4o-2024-08-06
90_3,MARCO_7324493,0,quretec|raw,gpt-4o-2024-08-06
90_3,MARCO_7464356,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_4,CAR_02426446ad167bbce575347bf0aedc00e0277a5b,1,quretec|raw,gpt-4o-2024-08-06
90_4,CAR_10e65958d495a15e6ca33841ec78ae2b9f0a0f94,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_4,CAR_6549ecbbe1b159b217c4d2baeac332fbea865362,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_4,CAR_73377f72a3b7f014f7d1633384d727a435b8b4c4,1,gpt-4o,gpt-4o-2024-08-06
90_4,CAR_8f6672551a4d189f788a0585914e759c6b363f06,0,t5,gpt-4o-2024-08-06
90_4,MARCO_1961313,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_4,MARCO_2181415,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_4,MARCO_2259494,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_4,MARCO_4009353,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_4,MARCO_5583868,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_4,MARCO_616349,1,human,gpt-4o-2024-08-06
90_4,MARCO_6431475,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_4,MARCO_6623770,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_4,MARCO_6623771,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_4,MARCO_8398448,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_4,MARCO_8701866,0,gpt-4o,gpt-4o-2024-08-06
90_5,CAR_318c5fecd71fc4167b9f3bcc2f6c6e899f85d911,1,gpt-4o|llama-3.1-8b-instant,gpt-4o-2024-08-06
90_5,CAR_7cc37f8c3bd9effbacea02f6a801b458715abd03,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_5,CAR_9881aaf522a402be0f1f1be293f4b11f735c2e81,0,human|quretec,gpt-4o-2024-08-06
90_5,CAR_9c1a9263c592805bde92c12dfdbf36e3e984cedd,0,gpt-4o-mini,gpt-4o-2024-08-06
90_5,CAR_ae5228fb92a17b3ffe0743218527ac747288aab6,0,gpt-4o-mini,gpt-4o-2024-08-06
90_5,CAR_bcad261e2ca458aaa3654491e00c0d346ec40ccc,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_5,CAR_cbd69449b2e18547c4d1b60416e1d64097ce1028,1,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_5,CAR_d97be1e17d6ffc40f98cad546536a5f21514b933,1,gpt-4o|human|llama-3.1-8b-instant|llama-3.3-70b-versatile|quretec,gpt-4o-2024-08-06
90_5,CAR_ffbe46094531648e54ebdf5adb64c12e5ec1cc5d,1,human,gpt-4o-2024-08-06
90_6,CAR_137010ca24b375d8958688c282535c711819acf5,0,raw,gpt-4o-2024-08-06
90_6,CAR_5690707e5fa1bb06988fe85dcd6535fc66cbf2e5,0,raw,gpt-4o-2024-08-06
90_6,CAR_6bc57bb5d90aca522233679d9d67ccde0e9a29ea,0,raw,gpt-4o-2024-08-06
90_6,CAR_78c79d3587d10bd356db6b9f037e75bddd4b008a,0,raw,gpt-4o-2024-08-06
90_6,CAR_b1ef586adb5daf410241f12618595f1f062b9ae0,0,raw,gpt-4o-2024-08-06
90_6,MARCO_3410743,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_6,MARCO_4698523,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_6,MARCO_4811481,1,gpt-4o|human,gpt-4o-2024-08-06
90_7,CAR_0c39b8cf2eb206b56b4936707009e86900f87c72,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_7,CAR_0dee7c72d166ed4940f89fe4139ab0d2b86b7f87,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_7,CAR_156df9441fb7de17d892849591172f6e40e7d9c8,0,gpt-4o,gpt-4o-2024-08-06
90_7,CAR_1b4f9a17026ccad1ee1e0b6a56659f7a12586e1a,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_7,CAR_1eee8ed66f0535fcf8d72691073b7052b6a726f7,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
90_7,CAR_2015ad55217f83ea23733230ad5155ab2450226e,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_7,CAR_201d6f1da893075a43eb9a337b231acc7b68c32c,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_7,CAR_2d21158b00480731a1f62615adbfccce01241c8f,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_7,CAR_353b3dbff79d2001171c8461283b0c48d8c0a54f,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_7,CAR_3fed14d5c944707377955412beee0fcfa29b56c6,0,raw,gpt-4o-2024-08-06
90_7,CAR_510d1199f6a6efb1e4e80c6bf13d7972e2d39b2d,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_7,CAR_5d177a17c0d173c2c3e8fea734ab69760b841693,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_7,CAR_65bc676f892525a0e3f2f870da8981dbf05039aa,0,human,gpt-4o-2024-08-06
90_7,CAR_69156d7d8858e7878ec8e410923e6f33876ad4c7,0,gpt-4o,gpt-4o-2024-08-06
90_7,CAR_6f60dc1d9f90d4ec8d1db10b51b7d9a882dcfc42,0,gpt-4o,gpt-4o-2024-08-06
90_7,CAR_749f5e722a070f6c06e964ca8d97aa64dc489758,0,gpt-4o-mini,gpt-4o-2024-08-06
90_7,CAR_85c09eacd93b5f43b28cc0d741b1b9b504e6c184,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_7,CAR_8be84c361111e461650764093975d6d46537a662,0,gpt-4o,gpt-4o-2024-08-06
90_7,CAR_96f418b5c2a2185033eb6ffd3bca92a199a23e85,0,gpt-4o-mini,gpt-4o-2024-08-06
90_7,CAR_9dd1cfcd06859508ea091c4af6f7bd782142a629,0,quretec,gpt-4o-2024-08-06
90_7,CAR_a145a1e5d109876be64543f418d6d6d91b26ade0,0,t5,gpt-4o-2024-08-06
90_7,CAR_a4c7fe511aba640f4968457ff5b04127813c8e72,0,gpt-4o-mini,gpt-4o-2024-08-06
90_7,CAR_a838b485534d97eb24e8ac4681e3cd8b2786ed89,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_7,CAR_b5bbe388511017358539f4b7170595bf5d7c9b64,0,raw,gpt-4o-2024-08-06
90_7,CAR_ccbc9c9b7bbf1d673f2a59abc8464481f1d32aee,0,gpt-4o,gpt-4o-2024-08-06
90_7,CAR_cde85aff4d04bbe321bf8f352acb12929000ea0f,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_7,CAR_d0606a84999df90b35612d965975f4dcd342870b,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_7,CAR_dbe7de92a1e1fa694eb09bd50aec1880e8888638,0,gpt-4o-mini,gpt-4o-2024-08-06
90_7,CAR_df40d72b3fc86c307353dfb902f488b7acbae5b8,0,gpt-4o-mini,gpt-4o-2024-08-06
90_7,CAR_e0d48635a68d45219ac328f9e01dba9a0249c406,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_7,CAR_e1b49d357c801d31ef2552ec242b1b23f0b51274,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_7,CAR_e44f4c814ab2efa512598df2b083ae5a881c6244,0,gpt-4o-mini,gpt-4o-2024-08-06
90_7,CAR_ee663b6b54239721fe6f3c831d55a1eca61adac5,0,gpt-4o-mini,gpt-4o-2024-08-06
90_7,MARCO_1066928,0,raw,gpt-4o-2024-08-06
90_7,MARCO_2167697,0,raw,gpt-4o-2024-08-06
90_7,MARCO_2861020,0,raw,gpt-4o-2024-08-06
90_7,MARCO_3570659,0,raw,gpt-4o-2024-08-06
90_7,MARCO_4376033,0,raw,gpt-4o-2024-08-06
90_7,MARCO_4416565,0,t5,gpt-4o-2024-08-06
90_7,MARCO_4515147,0,human,gpt-4o-2024-08-06
90_7,MARCO_5003899,0,gpt-4o-mini,gpt-4o-2024-08-06
90_7,MARCO_5077189,0,raw,gpt-4o-2024-08-06
90_7,MARCO_574000,0,gpt-4o,gpt-4o-2024-08-06
90_7,MARCO_6402728,0,gpt-4o,gpt-4o-2024-08-06
90_7,MARCO_6514810,0,gpt-4o,gpt-4o-2024-08-06
90_7,MARCO_8523540,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_7,MARCO_8691282,0,raw,gpt-4o-2024-08-06
90_7,MARCO_8713958,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_7,MARCO_928115,0,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_8,CAR_0059f603df86c26e1089c351fa3133ca9398b614,0,gpt-4o-mini,gpt-4o-2024-08-06
90_8,CAR_2cb0d222ddb8e1d5779a651be826bb2b1697f541,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_8,CAR_3b8698b9c09dac5882c60e93b7447d370b55e356,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_8,CAR_5801053e9aad0f65491592c316cbb91be1d53666,0,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_8,CAR_5a7e667af8902a20fa437f6eb2a66d46bb823f2f,0,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_8,CAR_69593b2026868a17f4f1b967d4a1df43b43297a2,0,raw,gpt-4o-2024-08-06
90_8,CAR_6b8f03f69fd7a7feb1d3ac44fe5f63c4e1becebc,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_8,CAR_6ce22e0953dab23d235d08246d6c6548cb18891a,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_8,CAR_7b9d49c85a3bd6388824329227a393097bd86cc2,0,raw,gpt-4o-2024-08-06
90_8,CAR_8fc7f08ba3757bd78432d01316ef1b2f6ace8bad,0,gpt-4o-mini,gpt-4o-2024-08-06
90_8,CAR_8ff573121af9538e0e628fa05dd08be99d159e25,0,gpt-4o-mini,gpt-4o-2024-08-06
90_8,CAR_9e05b351f2c9f114b275936c067499d26642284c,0,quretec,gpt-4o-2024-08-06
90_8,CAR_a657094a0e3db26ec947a1b30812bcbcd232be03,0,gpt-4o-mini,gpt-4o-2024-08-06
90_8,CAR_aad3c3d50e97d37c7f56cf25add945c69c219771,0,raw,gpt-4o-2024-08-06
90_8,CAR_bc9469c935fa2ab078cd1ef7244a38be36c67467,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_8,CAR_c090694c90e113a2ae368de13f03dc4f183e0dbe,0,gpt-4o-mini,gpt-4o-2024-08-06
90_8,CAR_c14c0106660ad702af88965a1e5d0706c36c51fe,0,raw,gpt-4o-2024-08-06
90_8,CAR_ccd54a5cb8e5806499108ea56855406817c66ef1,0,gpt-4o-mini,gpt-4o-2024-08-06
90_8,CAR_d74d542a07e410d2316346b70ec310465bef449a,0,raw,gpt-4o-2024-08-06
90_8,CAR_ee1387c7af0e718e5691f449519e7a5bdfd63fc2,0,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
90_8,MARCO_4811476,0,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_8,MARCO_5777177,0,gpt-4o-mini,gpt-4o-2024-08-06
90_8,MARCO_6301379,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_8,MARCO_6565201,0,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
90_8,MARCO_660584,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
90_8,MARCO_7011231,0,gpt-4o-mini,gpt-4o-2024-08-06
90_8,MARCO_8836040,0,raw,gpt-4o-2024-08-06
91_2,CAR_b57809d561915eae1ea12274cc8edb163d65f68a,0,raw,gpt-4o-2024-08-06
91_2,MARCO_5000632,0,raw,gpt-4o-2024-08-06
91_3,CAR_17e18a95aa7892169934f8befe9432bb8e33b31c,2,gpt-4o-mini,gpt-4o-2024-08-06
91_3,CAR_201b789417ff2d977fe15e5df3270cd8f0318aef,0,raw,gpt-4o-2024-08-06
91_3,CAR_285cb6df03d4249a9ed6113802647c602a73e126,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
91_3,CAR_39cf7464cd6cd8ba101392e50f97516076f60e09,1,gpt-4o-mini,gpt-4o-2024-08-06
91_3,CAR_4e1e20c2aff4be68a0fde04906407147a44badba,0,gpt-4o,gpt-4o-2024-08-06
