qid,docid,llm_grade,systems,model
59_1,CAR_b99a6031789f315f7a26606641eb904a88806011,2,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_1,CAR_c1751c8f2d24d2800588884dd7ef86c551a3593a,2,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_1,CAR_e2d1ac429975a27dd4d2e699feb8b9e01fc2ff9b,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_1,CAR_f65c4b4b5e5820118984fc3c5278fb1fa93d469e,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_1,CAR_f773e319f3801882221a77ae7a7cb1f9bac88f2c,2,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_1,CAR_ff948e013f11778ccdf249ce8c56bb16d4bb6650,2,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
59_1,MARCO_1841325,1,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_1,MARCO_3036629,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_1,MARCO_4898177,1,gpt-4o,gpt-4o-2024-08-06
59_1,MARCO_7857682,1,human|quretec|raw|t5,gpt-4o-2024-08-06
59_1,MARCO_8381398,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_1,MARCO_8396818,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_2,MARCO_1473374,2,gpt-4o|llama-3.1-8b-instant|t5,gpt-4o-2024-08-06
59_2,MARCO_2056634,2,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|t5,gpt-4o-2024-08-06
59_2,MARCO_2068751,1,human|quretec|raw,gpt-4o-2024-08-06
59_2,MARCO_3604782,2,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_2,MARCO_4110970,3,gpt-4o-mini,gpt-4o-2024-08-06
59_2,MARCO_5697996,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_2,MARCO_7857682,2,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
59_2,MARCO_8026416,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_3,MARCO_1131370,3,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
59_3,MARCO_1131371,3,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
59_3,MARCO_1603347,4,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_3,MARCO_2339155,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_3,MARCO_2339156,4,llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_3,MARCO_2447415,1,llama-3.1-8b-instant|t5,gpt-4o-2024-08-06
59_3,MARCO_4336489,4,llama-3.1-8b-instant|t5,gpt-4o-2024-08-06
59_3,MARCO_4415777,3,t5,gpt-4o-2024-08-06
59_3,MARCO_4604678,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
59_3,MARCO_4604679,3,human|quretec|raw,gpt-4o-2024-08-06
59_3,MARCO_7708981,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_4,CAR_02ab92e3ee59fed3ae4697f1ecdf9002f7060b43,0,raw,gpt-4o-2024-08-06
59_4,CAR_60f715acbcbe3cb10cc1cd661911a14661f11934,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_4,CAR_7c9c35e1b69eaf0391b433847e596a2f697061c0,2,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
59_4,CAR_85541e01d13b15a2599c47023f59beb4525cca5f,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_4,CAR_a2949d76aba533a3ac4f40a0f68af168cc8c62a8,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_4,CAR_aa439f1fb0a2b190e31a8e5f08d96d5912d27170,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_4,CAR_b700c97053bf7bda8aec602cde5f81da42c018b0,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_4,MARCO_1131371,4,gpt-4o-mini,gpt-4o-2024-08-06
59_4,MARCO_1172587,4,gpt-4o|human|quretec|t5,gpt-4o-2024-08-06
59_4,MARCO_1266480,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_4,MARCO_1761445,0,raw,gpt-4o-2024-08-06
59_4,MARCO_1964156,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_4,MARCO_2311700,0,raw,gpt-4o-2024-08-06
59_4,MARCO_23333,3,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
59_4,MARCO_3337951,0,raw,gpt-4o-2024-08-06
59_4,MARCO_3364482,4,human|quretec|t5,gpt-4o-2024-08-06
59_4,MARCO_3792742,3,gpt-4o,gpt-4o-2024-08-06
59_4,MARCO_402909,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_4,MARCO_4142716,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_4,MARCO_4726290,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_4,MARCO_5012695,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_4,MARCO_5560914,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_4,MARCO_6130076,3,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
59_4,MARCO_6845934,4,human|quretec|t5,gpt-4o-2024-08-06
59_4,MARCO_7173792,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_4,MARCO_7351111,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_4,MARCO_7562192,0,raw,gpt-4o-2024-08-06
59_4,MARCO_7588200,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_4,MARCO_759960,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
59_4,MARCO_8032666,0,raw,gpt-4o-2024-08-06
59_4,MARCO_8229787,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_4,MARCO_8488545,4,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
59_4,MARCO_8525066,0,raw,gpt-4o-2024-08-06
59_5,CAR_0b188fdd5a76c01d2e3f78b3655f1df365fd37bb,0,quretec,gpt-4o-2024-08-06
59_5,CAR_3147470d657d6d1f7bc050b29a3d8984789da708,0,t5,gpt-4o-2024-08-06
59_5,CAR_c8de3006f8e44b9cb5e3b9a623606635599ce05a,0,t5,gpt-4o-2024-08-06
59_5,CAR_dd4e15674758c386587bd7692755e7aadafbf523,0,human|quretec|raw,gpt-4o-2024-08-06
59_5,CAR_f45e3e52661f45144ce9c832a6f6ab1317f0b22b,0,t5,gpt-4o-2024-08-06
59_5,MARCO_5294667,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_5,MARCO_5859000,0,t5,gpt-4o-2024-08-06
59_5,MARCO_5969036,3,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_5,MARCO_6130076,0,t5,gpt-4o-2024-08-06
59_5,MARCO_6661497,4,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_5,MARCO_6739182,0,human|quretec|raw,gpt-4o-2024-08-06
59_5,MARCO_6934261,0,t5,gpt-4o-2024-08-06
59_5,MARCO_7369541,0,human|quretec|raw,gpt-4o-2024-08-06
59_5,MARCO_8369825,3,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_5,MARCO_8646269,4,human|raw,gpt-4o-2024-08-06
59_6,CAR_15c5a10c8347821bc3910e26122c87dd64815425,0,raw,gpt-4o-2024-08-06
59_6,CAR_2c345c47b1c58c7bb3a9617540c9a5aa8a98ff94,0,gpt-4o-mini,gpt-4o-2024-08-06
59_6,CAR_507152db0c02192cd9a1a3d3f5be6b2d46f0961e,0,human|quretec|t5,gpt-4o-2024-08-06
59_6,CAR_5500da6eb0d3f87052550f5d9383a8a6b86fdf58,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_6,CAR_5fb1e3dc3ebc6c0b601a6dd0f920912814669422,0,raw,gpt-4o-2024-08-06
59_6,CAR_89159f10b9cceea38bbae36c66de133b450553a5,0,raw,gpt-4o-2024-08-06
59_6,CAR_a3278f2f3e0b4feb721c6f8fabbdabb670cc1f4c,0,raw,gpt-4o-2024-08-06
59_6,CAR_c1cf110bccc5ad7534ee7c83963df8f99ca84cc1,0,gpt-4o-mini,gpt-4o-2024-08-06
59_6,CAR_e44bbe1f5d19b5a8de261fa3339c55428ec6c5b5,0,raw,gpt-4o-2024-08-06
59_6,MARCO_1834541,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_6,MARCO_293108,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_6,MARCO_4291550,0,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_6,MARCO_5051558,0,gpt-4o,gpt-4o-2024-08-06
59_6,MARCO_5294667,0,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_6,MARCO_5993723,0,raw,gpt-4o-2024-08-06
59_6,MARCO_6555851,0,raw,gpt-4o-2024-08-06
59_6,MARCO_6790729,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_6,MARCO_7606245,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_6,MARCO_8369825,0,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_7,MARCO_1811676,0,gpt-4o-mini|quretec|raw,gpt-4o-2024-08-06
59_7,MARCO_3011867,3,quretec,gpt-4o-2024-08-06
59_7,MARCO_3901261,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_7,MARCO_943184,2,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_8,CAR_08fb57031480ecebda1414230be27de316514993,2,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_8,CAR_0f8d11389983c456003e77c3f45aa8b470abccf5,1,human|t5,gpt-4o-2024-08-06
59_8,CAR_2f581b6fa87dbfe0f83228748b83895e616c4599,3,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_8,CAR_3d0808c1ead9cc519aa4dddd328c59e3f8ac4109,0,gpt-4o-mini,gpt-4o-2024-08-06
59_8,CAR_45b5789546914e380ca37aec4bc12a1666599364,2,gpt-4o-mini,gpt-4o-2024-08-06
59_8,CAR_59907b6629879ea24ea5b2ed90374a5cd03497dd,0,gpt-4o-mini,gpt-4o-2024-08-06
59_8,CAR_6a41ff9b833fe04848ee47e38e553e1592ecbcdd,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_8,CAR_85e9ea6b69cb3dfdef678f8f1dd86640b705a48a,2,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_8,CAR_c2c8babb9856d41cca41c5c6a305b4a7f583de26,1,gpt-4o-mini,gpt-4o-2024-08-06
59_8,CAR_cdc3e94e2f3118c18a9b258b834eadf176d42905,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_8,CAR_e8c96d713a35c8c36725b7964f1c597fa761784a,2,gpt-4o,gpt-4o-2024-08-06
59_8,CAR_f1bae3a15a857c9f1f816829437c02b79ee0fac8,1,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
59_8,CAR_ff146a0482721e14d54c050e08da9e2bfe09f8f2,1,human|t5,gpt-4o-2024-08-06
59_8,MARCO_1594862,2,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_8,MARCO_1633800,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_8,MARCO_1832922,1,raw,gpt-4o-2024-08-06
59_8,MARCO_2079700,0,quretec,gpt-4o-2024-08-06
59_8,MARCO_2888124,2,raw,gpt-4o-2024-08-06
59_8,MARCO_2915554,2,gpt-4o-mini,gpt-4o-2024-08-06
59_8,MARCO_3835637,3,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_8,MARCO_3938026,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_8,MARCO_3956956,2,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_8,MARCO_4657942,1,quretec,gpt-4o-2024-08-06
59_8,MARCO_5438373,2,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_8,MARCO_6819636,1,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_8,MARCO_6819637,1,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_8,MARCO_6822202,1,gpt-4o-mini,gpt-4o-2024-08-06
59_8,MARCO_7492011,0,gpt-4o-mini,gpt-4o-2024-08-06
60_1,MARCO_1676497,3,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
60_1,MARCO_2277358,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
60_1,MARCO_4712224,1,human|quretec|raw|t5,gpt-4o-2024-08-06
60_1,MARCO_8334477,3,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
60_2,CAR_020977cd270e4fede33ef616ffd946093a091dab,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
60_2,CAR_517f610313470795c71c4c22e30f2d3df45e0ab3,1,raw,gpt-4o-2024-08-06
60_2,MARCO_6115370,0,raw,gpt-4o-2024-08-06
60_2,MARCO_6454346,0,raw,gpt-4o-2024-08-06
60_3,CAR_0ef28000faccf29735da940d5e015c43afc13b2a,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
60_3,CAR_28028b594c85878b0521b29203a93305d9e2d78c,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
60_3,CAR_5799786efd36e31ed7b408e9f8955c282973d2dc,2,gpt-4o|gpt-4o-mini|human|llama-3.1-8b-instant|llama-3.3-70b-versatile|quretec|t5,gpt-4o-2024-08-06
60_3,CAR_82be0d278804ddaf17aff8d4456e625da2be34ac,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
60_3,CAR_85b218c577e5fc12ebd986d26346e3c707b1c177,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
60_3,CAR_8b7367fa9ffcef9b48c5da5ea8ddbf46988e6514,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
60_3,MARCO_1231509,0,raw,gpt-4o-2024-08-06
60_3,MARCO_1241628,3,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
60_3,MARCO_1739094,0,raw,gpt-4o-2024-08-06
60_3,MARCO_1913457,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
60_3,MARCO_4430271,0,raw,gpt-4o-2024-08-06
60_3,MARCO_4605102,0,raw,gpt-4o-2024-08-06
60_3,MARCO_7071514,0,raw,gpt-4o-2024-08-06
60_3,MARCO_7835063,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
60_3,MARCO_903200,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
60_4,CAR_bd134f40a75d0abd882617cc718e7d362a507bfe,0,gpt-4o|human|t5,gpt-4o-2024-08-06
60_4,MARCO_3957038,4,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
60_4,MARCO_481518,0,raw,gpt-4o-2024-08-06
60_4,MARCO_4821945,4,gpt-4o-mini,gpt-4o-2024-08-06
60_4,MARCO_4959357,0,raw,gpt-4o-2024-08-06
60_4,MARCO_744827,1,human|t5,gpt-4o-2024-08-06
60_4,MARCO_7498460,3,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
60_4,MARCO_7662193,0,raw,gpt-4o-2024-08-06
60_4,MARCO_7668745,1,quretec,gpt-4o-2024-08-06
60_5,CAR_e42df01344125a7e58c2720c7ef587a47bf8ca6d,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
60_5,MARCO_6631162,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
60_6,CAR_ec9c620a388077749e4f806da131e0fbd196d2a2,1,raw,gpt-4o-2024-08-06
60_6,MARCO_1026229,3,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
60_6,MARCO_1241629,1,gpt-4o,gpt-4o-2024-08-06
60_6,MARCO_4369536,3,raw,gpt-4o-2024-08-06
60_6,MARCO_531896,1,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
60_6,MARCO_531897,2,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
60_6,MARCO_5878809,1,raw,gpt-4o-2024-08-06
60_6,MARCO_6474644,0,quretec,gpt-4o-2024-08-06
60_6,MARCO_6631162,0,quretec,gpt-4o-2024-08-06
60_6,MARCO_8441528,1,quretec,gpt-4o-2024-08-06
60_7,CAR_179e6e4b78822b608c6f3486fd2a2beb289f7e05,1,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
60_7,CAR_87f0ac89dd441131d47d19839dc86ce09af17369,0,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
60_7,MARCO_2224681,0,raw,gpt-4o-2024-08-06
60_7,MARCO_2653926,0,human|t5,gpt-4o-2024-08-06
60_7,MARCO_3171509,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
60_7,MARCO_3390543,0,raw,gpt-4o-2024-08-06
60_7,MARCO_3580348,0,gpt-4o,gpt-4o-2024-08-06
60_7,MARCO_3739463,0,gpt-4o-mini,gpt-4o-2024-08-06
60_7,MARCO_3805468,0,human|t5,gpt-4o-2024-08-06
60_7,MARCO_5636435,0,quretec,gpt-4o-2024-08-06
60_7,MARCO_5636437,0,quretec,gpt-4o-2024-08-06
60_7,MARCO_5777421,0,gpt-4o-mini,gpt-4o-2024-08-06
60_7,MARCO_5779279,0,human|t5,gpt-4o-2024-08-06
60_7,MARCO_6019845,0,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
60_7,MARCO_6474644,0,quretec,gpt-4o-2024-08-06
60_7,MARCO_6632554,0,quretec,gpt-4o-2024-08-06
60_7,MARCO_6632559,0,quretec,gpt-4o-2024-08-06
60_7,MARCO_7350996,0,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
60_7,MARCO_8705641,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
60_7,MARCO_8705643,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
60_7,MARCO_87433,0,gpt-4o-mini,gpt-4o-2024-08-06
61_1,CAR_11c336ca24494cf7b06bc7d63f56597b356179a5,1,gpt-4o-mini,gpt-4o-2024-08-06
61_1,CAR_2de97ef312d1db53b28200932dbfdec7b2b40a43,1,gpt-4o-mini,gpt-4o-2024-08-06
61_1,CAR_3ce55ed8f70b4b9b82763d7e129b4b6df8cc30d4,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
61_1,CAR_6ef5eb53c91c09d2460d13115151e8eb04096416,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
61_1,CAR_745692e9043cb3af0fa4a9c8691d4ddc936cf23a,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
61_1,CAR_74b34810e9fec780633b3c4326d9a4550a182f61,1,gpt-4o-mini,gpt-4o-2024-08-06
61_1,CAR_77df0a34814f6d227d95986b57d5c1b79fbe3306,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
61_1,CAR_7a8518c2f7a553a0830e1d75d7310d42a8b6bea1,1,gpt-4o,gpt-4o-2024-08-06
61_1,CAR_905830d6b1c0d5f29e8812883ebd0c15654663db,1,gpt-4o-mini,gpt-4o-2024-08-06
61_1,CAR_93d71eb029739bf79f055e113c1adf0657d0dccb,1,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
61_1,CAR_abe8470ea0fa020398c8f3ee7d49c4e68299ea88,0,gpt-4o-mini,gpt-4o-2024-08-06
61_1,CAR_ae1609109f8bb94e9b47ff00a6f89887fda70f04,1,gpt-4o,gpt-4o-2024-08-06
61_1,CAR_be873727bbdf9c0c7a5e7aee86871692c5a53e0e,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
61_1,CAR_c771f4f88b6df1c973400f4a11abd03fe860afdb,1,human|quretec|raw|t5,gpt-4o-2024-08-06
61_1,CAR_cb93549c443f7afe747e10c387e6e8b71b06aa34,1,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
61_1,CAR_d79661f1eada2a2aa3009ff159633aa94712cb95,1,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
61_1,CAR_e61cf6df40a55f355a554295b753f3273f72082c,0,gpt-4o-mini,gpt-4o-2024-08-06
61_1,CAR_e78ccb547014f709c1bc46d141ef52b54a0f87f9,1,gpt-4o,gpt-4o-2024-08-06
61_1,CAR_ec788c2596db0b6cadd20f31806262280a7ea6e8,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
61_1,CAR_ecc65198ab1cabf96f8d223a0f53936030e6c20c,1,gpt-4o,gpt-4o-2024-08-06
61_1,MARCO_2757769,1,gpt-4o,gpt-4o-2024-08-06
61_1,MARCO_5083178,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
61_1,MARCO_7018450,1,human|quretec|raw|t5,gpt-4o-2024-08-06
61_1,MARCO_8064270,1,human|quretec|raw|t5,gpt-4o-2024-08-06
61_1,MARCO_8194205,1,human|quretec|raw|t5,gpt-4o-2024-08-06
61_2,CAR_069b742861bb0318e9e62cc0823a22efe242a0b1,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
61_2,CAR_0da179af8d2d9488c27eb6014494a220d2d62e7a,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
61_2,CAR_53f295e5ecc4e6d387a76cbac83588bb61b4b9a5,0,raw,gpt-4o-2024-08-06
61_2,CAR_55c57346d117b829ec8a7d27ce16a5007cf8da1d,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
61_2,CAR_61464400b3320415cc1c5dd5bb1a61d6d57f0994,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
61_2,CAR_6e9ad794e1333f42ce9403348dad6da0cd93befd,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
61_2,CAR_86aac9d3c1e5c832cc47bc0edb215054b87caa91,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
61_2,CAR_b4ec47c6185ff654735f519e2e6ffd680d0144c3,0,raw,gpt-4o-2024-08-06
61_2,CAR_b6b5ec4c57fc80920f4a237bfaf904ae67854217,0,raw,gpt-4o-2024-08-06
61_2,CAR_b72cb06131e36c60fd8bd4ab3694319946e07223,0,quretec,gpt-4o-2024-08-06
61_2,CAR_ba7886d945b6c84e16380016cfcbc6465ff01825,0,gpt-4o|human|quretec,gpt-4o-2024-08-06
61_2,CAR_de8b98e63c49d22f78525677dff3eff45d1f8bff,0,gpt-4o|human|quretec|t5,gpt-4o-2024-08-06
61_2,CAR_df2ade8cd04b0b98587ff5e18c9947ff9f387e8a,0,raw,gpt-4o-2024-08-06
61_2,CAR_e57b0aab48c7fa2cdc3c153975a10fbd343b35aa,0,raw,gpt-4o-2024-08-06
61_2,MARCO_4819140,0,raw,gpt-4o-2024-08-06
61_3,CAR_1b1e12d8eadb03adba0d82bf4f01de6ca16231c5,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
61_3,CAR_295d7b814740f5f8a369b95664964cb199bde183,0,gpt-4o-mini,gpt-4o-2024-08-06
61_3,CAR_33666bdba532bd6e1ac7dc5faecc25df7416eac9,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
61_3,CAR_521eab1ba7820811acc14cc1a0f8be04bd76205b,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
61_3,CAR_59c2bfae9e2c0c0616190ed45d3f76198a6168a1,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
61_3,CAR_5b45cd0e848344a887b9903ace40922ed0cd6858,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
61_3,CAR_6105459b73e8744f5d3f005a42206f0600321b41,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
61_3,CAR_720d5b80b63e38572bccc501cece00ab70e24c5d,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
61_3,CAR_a668ee7516e0e052d3b47ca92084d418f621c40a,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
61_3,CAR_ae1609109f8bb94e9b47ff00a6f89887fda70f04,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
61_3,CAR_b3d454f8a768529da57092036a98ba635686a12c,0,raw,gpt-4o-2024-08-06
61_3,CAR_bb6627eb872762a284b169c8fa61638fda10036d,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
61_3,CAR_ecc65198ab1cabf96f8d223a0f53936030e6c20c,0,gpt-4o-mini,gpt-4o-2024-08-06
61_3,CAR_edd57a07a8d3899d9f20081362995f421d3219a6,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
61_3,CAR_fd216e4adeeadb71292255b9176a85ff9890746a,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
61_3,MARCO_1908129,1,gpt-4o-mini,gpt-4o-2024-08-06
61_3,MARCO_4838563,0,raw,gpt-4o-2024-08-06
61_3,MARCO_4941641,0,raw,gpt-4o-2024-08-06
61_3,MARCO_7357558,0,raw,gpt-4o-2024-08-06
61_3,MARCO_7357564,0,raw,gpt-4o-2024-08-06
61_3,MARCO_8225260,0,human|quretec|t5,gpt-4o-2024-08-06
61_4,CAR_08f489fe725cbf26a50aa938c34f70e3d9c9f51b,0,raw,gpt-4o-2024-08-06
61_4,CAR_0ce819aa19bf46209f423d27f862f9c3047fb386,0,gpt-4o|gpt-4o-mini|human|llama-3.1-8b-instant|llama-3.3-70b-versatile|quretec|t5,gpt-4o-2024-08-06
61_4,CAR_12b8e8cd84224ae467739ed3d801df83850c66e2,2,gpt-4o|llama-3.3-70b-versatile|quretec|t5,gpt-4o-2024-08-06
61_4,CAR_157be61b8db9d9dc1446de15fa037317217a7695,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
61_4,CAR_1c9c0f607f8c25b7dc623d6aca3e79a3120e4d1c,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
61_4,CAR_4f2bcf1796ab01dff134defe982a65f43caf45b1,0,raw,gpt-4o-2024-08-06
61_4,CAR_5a5bae479b59c9848fa67bdce0c2a48e2c29eb97,0,raw,gpt-4o-2024-08-06
61_4,CAR_761dda15e29ba48c2d512d90de446b6ff7131773,1,gpt-4o|llama-3.3-70b-versatile|quretec|t5,gpt-4o-2024-08-06
61_4,CAR_8bfa1395554ba16f9fcdff423d766ed7ff712c82,0,raw,gpt-4o-2024-08-06
61_4,CAR_b4819c936ae805d64b4e434266b08b8ac6280131,3,gpt-4o-mini|human,gpt-4o-2024-08-06
61_4,CAR_d0d1d0053cbf3affae802ae003190e90a77f288b,1,gpt-4o|llama-3.1-8b-instant|quretec,gpt-4o-2024-08-06
61_4,CAR_e78ccb547014f709c1bc46d141ef52b54a0f87f9,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
61_4,CAR_f1c0714fdd9b4eef183b29319611de6a287e1e8a,3,llama-3.1-8b-instant|llama-3.3-70b-versatile|t5,gpt-4o-2024-08-06
61_5,CAR_04b9543f6b006944e4896a460fb130314ab2ddf3,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
61_5,CAR_0cb71beefdab9f96872f1a6c4588cd150a278676,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
